Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1poBO3pO6fkqPYG6n8J5cX,"This Is How We Do It","This Is How We Do It","Montell Jordan;Wino",1995-01-01,277293,61,true,skatterbrainz,2025-12-07T23:01:35Z,"new jack swing,doom metal,stoner metal,sludge metal,stoner rock,drone metal","Island Records",0.775,0.606,0,-9.86,1,0.119,0.042,0,0.523,0.789,103.649,4
spotify:track:2fE1hcjUxlLxXrZusTEJlq,"Hey Ma","Come Home With Me","Cam'ron;Juelz Santana;Freekey Zeekey;Toya",2002-01-01,220960,65,true,skatterbrainz,2025-12-07T23:01:54Z,"east coast hip hop","Roc-A-Fella",0.771,0.673,8,-5.045,1,0.366,0.0293,0.00000297,0.364,0.947,90.361,4
spotify:track:7gKgd0P3dAAePiSQQBqrlf,"Break Ya Neck","Genesis","Busta Rhymes",2001-11-07,231240,68,true,skatterbrainz,2025-12-07T23:01:56Z,"east coast hip hop","J Records/Legacy",0.82,0.809,4,-6.759,0,0.251,0.443,0.00175,0.0613,0.737,83.011,4
spotify:track:3ZOEytgrvLwQaqXreDs2Jx,"Can't Stop","By the Way (Deluxe Edition)","Red Hot Chili Peppers",2002-07-09,269000,87,false,skatterbrainz,2025-12-07T23:02:18Z,"funk rock,alternative rock,rock","Warner Records",0.618,0.938,9,-3.442,1,0.0456,0.0179,0,0.167,0.875,91.455,4
spotify:track:5k2eOI8e9RpwCZcFQrqtKi,"Steal My Sunshine","You Can't Stop The Bum Rush","LEN",1999-05-24,265533,44,false,skatterbrainz,2025-12-07T23:02:48Z,"","Work",0.412,0.829,4,-11.112,1,0.529,0.394,0,0.108,0.677,191.476,4
spotify:track:5mqPg2dyqb1gBNyg9ycGcT,"Party And Bullshit","Whos The Man ? Soundtrack","The Notorious B.I.G.",1993-04-20,219706,70,true,skatterbrainz,2025-12-07T23:02:53Z,"old school hip hop,gangster rap,east coast hip hop,hip hop","Grimey Records",0.672,0.704,1,-10.066,0,0.312,0.173,0,0.139,0.811,99.232,4
spotify:track:6hHc7Pks7wtBIW8Z6A0iFq,"Blue Monday","Substance","New Order",1987-08-17,449160,73,false,skatterbrainz,2025-12-07T23:02:55Z,"new wave,synthpop,post-punk,madchester","Rhino",0.762,0.651,0,-13.34,1,0.0655,0.00198,0.856,0.111,0.941,130.395,4
spotify:track:4o6BgsqLIBViaGVbx5rbRk,"You Make My Dreams (Come True)","Voices","Daryl Hall & John Oates",1980,190626,80,false,skatterbrainz,2025-12-07T23:03:05Z,"yacht rock,soft rock","RCA/BMG Heritage",0.751,0.501,5,-12.151,1,0.0551,0.234,0.112,0.0467,0.902,167.057,4
spotify:track:66TRwr5uJwPt15mfFkzhbi,"Crank That (Soulja Boy)","souljaboytellem.com","Soulja Boy",2007-01-01,221933,77,false,skatterbrainz,2025-12-07T23:03:44Z,"","Collipark / Interscope",0.733,0.74,0,-2.18,1,0.0905,0.513,0,0.0468,0.799,140.2,4
spotify:track:0gFB5H3pHN13ERt2FyMuWi,"It Takes Two","It Takes Two","Rob Base & DJ EZ Rock",1988-05-05,300373,62,false,skatterbrainz,2025-12-07T23:04:56Z,"hip house","Arista/Profile",0.8,0.723,2,-9.719,1,0.158,0.00228,0,0.26,0.651,111.593,4
spotify:track:56KqaFSGTb7ifpt16t5Y1N,"Rock the Casbah - Remastered","Combat Rock (Remastered)","The Clash",1982,222437,74,false,skatterbrainz,2025-12-07T23:05:28Z,"punk","Sony Music UK",0.797,0.872,9,-6.727,0,0.0575,0.291,0,0.284,0.866,129.885,4
spotify:track:0BBOLOV5JntPL3341swIre,"Turn Me On","Kevin Lyttle (US Domestic Release)","Kevin Lyttle",2004-03-30,192106,69,false,skatterbrainz,2025-12-07T23:06:04Z,"soca,dancehall","Atlantic Records",0.677,0.682,9,-6.879,1,0.0361,0.0405,0,0.0351,0.875,106.279,4
spotify:track:0Ui05Ov0s4PnRc4JI3Pilg,"My Favourite Game","Gran Turismo (Remastered)","The Cardigans",1998-01-01,220467,74,false,skatterbrainz,2025-12-07T23:06:55Z,"swedish pop","Universal Music AB",0.583,0.778,5,-6.185,0,0.0303,0.0000478,0.00148,0.0729,0.424,143.354,4
spotify:track:5EYdTPdJD74r9EVZBztqGG,"The Bad Touch","Hooray For Boobies","Bloodhound Gang",1999-10-04,260506,75,true,skatterbrainz,2025-12-07T23:07:24Z,"","Geffen",0.831,0.735,0,-6.254,0,0.0384,0.00397,0.0205,0.123,0.97,122.979,4
spotify:track:1Jaah2tmN9Hv81A87KZ1MU,"Torn","Left Of The Middle","Natalie Imbruglia",1997-11-10,244666,80,false,skatterbrainz,2025-12-07T23:07:40Z,"","RCA Records Label",0.575,0.886,5,-5.182,1,0.034,0.0647,0.000187,0.709,0.609,96.31,4
spotify:track:6x4tKaOzfNJpEJHySoiJcs,"Mambo No. 5 (a Little Bit of...)","A Little Bit of Mambo","Lou Bega",1999-07-19,220293,78,false,skatterbrainz,2025-12-07T23:07:42Z,"","Sony Music/Vorsicht Musik",0.622,0.807,5,-6.752,0,0.408,0.103,0,0.306,0.892,174.06,4
spotify:track:4czNORk5MjW5WOn98bki32,"All Night Long (All Night) - Single Version","Back To Front","Lionel Richie",1992-01-01,258665,72,false,skatterbrainz,2025-12-07T23:07:52Z,"motown","Motown",0.748,0.603,1,-12.044,1,0.043,0.149,0.000261,0.0269,0.828,108.834,4
spotify:track:46q5BtHso0ECuTKeq70ZhW,"How Bizarre","How Bizarre (Deluxe)","OMC",1996,225699,68,false,skatterbrainz,2025-12-07T23:42:48Z,"","Universal Music New Zealand Limited",0.772,0.705,0,-6.255,1,0.0411,0.247,0,0.23,0.834,124.908,4
spotify:track:4epReevZkmwtOsBaQVQvlE,"Renegade Master - Fatboy Slim Old Skool Mix","Remixology","Wildchild;Fatboy Slim",2003-01-01,358933,38,false,skatterbrainz,2025-12-07T23:42:55Z,"rally house,big beat","UMC (Universal Music Catalogue)",0.607,0.97,4,-6.937,0,0.0641,0.27,0.0000557,0.227,0.578,124.676,4
spotify:track:2ouURa1AIXp3AvkS52Jry5,"Every Morning","14:59","Sugar Ray",1999-01-12,219866,70,false,skatterbrainz,2025-12-07T23:43:02Z,"","RT Industries",0.833,0.679,8,-4.496,1,0.0365,0.0834,0.00258,0.0769,0.975,109.917,4
spotify:track:29hBRadFZf9QTGRHZmxm65,"One Week","Stunt (20th Anniversary Edition)","Barenaked Ladies",1998-07-07,169760,69,false,skatterbrainz,2025-12-07T23:43:08Z,"","Rhino/Warner Records",0.702,0.898,9,-6.003,1,0.0373,0.00854,0.000154,0.0917,0.731,112.845,4
spotify:track:4sf4Lq52b2iCoAgpge7a9g,"Ca Plane Pour Moi","Plastic Bertrand","Plastic Bertrand",1998,182133,65,false,skatterbrainz,2025-12-07T23:43:24Z,"","[PIAS] AMC",0.421,0.943,10,-4.365,1,0.0951,0.0741,0.0000668,0.105,0.845,165.77,4
spotify:track:3a3EDrWejkryzeGFkPypOR,"The Impression That I Get","Let’s Face It","The Mighty Mighty Bosstones",1997,195195,66,false,skatterbrainz,2025-12-07T23:43:41Z,"ska,ska punk,punk","Island Def Jam",0.546,0.65,4,-17.176,1,0.0535,0.0447,0.000659,0.117,0.725,90.67,4
spotify:track:5X5YDBavdU5RjYMlxqwlCm,"Boasty","Boasty","Wiley;Stefflon Don;Sean Paul;Idris Elba",2019-01-22,177185,61,true,skatterbrainz,2025-12-08T18:20:51Z,"grime,uk grime,dancehall","BMG Rights Management (UK) Ltd.",0.887,0.765,2,-5.207,1,0.0669,0.00915,0.000872,0.0907,0.456,102.958,4
spotify:track:2B6945YOzaZaWncHmywJtO,"Fantastic Man","World Psychedelic Classics 5: Who Is William Onyeabor?","William Onyeabor",2013-10-28,386160,43,false,skatterbrainz,2025-12-08T18:24:30Z,"afrobeat","Luaka Bop",0.701,0.751,11,-10.699,0,0.0581,0.0019,0.714,0.061,0.955,114.292,4
spotify:track:4NnWuGQujzWUEg0uZokO5M,"Just Like Heaven - Remastered 2006","Kiss Me Kiss Me Kiss Me (Remastered 2006)","The Cure",1987-01-01,212013,77,false,skatterbrainz,2025-12-08T21:48:30Z,"new wave,post-punk,gothic rock,darkwave","UMC (Universal Music Catalogue)",0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,4
spotify:track:4uvjOKsp7mSjrDhWdkLPBY,"I Think We're Alone Now","Tiffany","Tiffany",1987-01-01,228840,80,false,skatterbrainz,2025-12-08T21:52:22Z,"","Geffen*",0.752,0.723,7,-12.126,1,0.0507,0.025,0.00354,0.0212,0.94,130.519,4
spotify:track:4GNilkZKILsug3l5pdLoxo,"Only You","Upstairs at Eric’s","Yazoo",1982-07-01,194173,67,false,skatterbrainz,2025-12-08T21:57:05Z,"synthpop,new wave","Mute, a BMG Company",0.752,0.307,9,-17.063,1,0.0398,0.332,0.000135,0.0829,0.854,106.158,4
spotify:track:5vmRQ3zELMLUQPo2FLQ76x,"Smalltown Boy","The Age of Consent","Bronski Beat",1984-10-15,302413,79,false,skatterbrainz,2025-12-08T21:57:33Z,"synthpop,hi-nrg","London Records (Because Ltd)",0.685,0.584,5,-10.616,0,0.0276,0.29,0.01,0.124,0.94,134.546,4
spotify:track:5izGeTxueiFX1UPFGohY9w,"Addicted To Love","Riptide","Robert Palmer;Eric 'ET' Thorngren",1985-01-01,363640,66,false,skatterbrainz,2025-12-08T22:03:09Z,"yacht rock","Island Records",0.702,0.578,2,-13.415,1,0.031,0.382,0.00000589,0.0425,0.975,111.617,4
spotify:track:4I7DV3MIgxJGlObiy9s6nx,"That Don't Impress Me Much","Come On Over (International Version)","Shania Twain",1999-11-09,238706,61,false,skatterbrainz,2025-12-08T22:03:35Z,"country","Mercury Nashville",0.743,0.873,10,-4.943,0,0.0507,0.139,0,0.142,0.965,125.004,5
spotify:track:4ZExvJvQXPEeYzGU0N3THi,"Higher Love","Back In The High Life","Steve Winwood",1986-06-30,351506,67,false,skatterbrainz,2025-12-09T08:57:34Z,"yacht rock,soft rock","UMC (Universal Music Catalogue)",0.695,0.78,5,-12.159,1,0.0414,0.0426,0.146,0.298,0.954,98.699,4
spotify:track:7wuJGgpTNzbUyn26IOY6rj,"Total Eclipse of the Heart","The Very Best of Bonnie Tyler","Bonnie Tyler",2009-03-26,267360,81,false,skatterbrainz,2025-12-09T08:58:00Z,"","Sony Music UK",0.431,0.723,8,-5.887,1,0.0568,0.145,0,0.374,0.19,130.141,4
spotify:track:6mYrhCAGWzTdF8QnKuchXM,"If I Could Turn Back Time","Heart Of Stone","Cher",1989-01-01,239826,72,false,skatterbrainz,2025-12-09T09:00:17Z,"","Geffen",0.658,0.575,11,-10.365,1,0.0267,0.243,0,0.122,0.504,108.329,4
spotify:track:2olVm1lHicpveMAo4AUDRB,"The Power Of Love","Greatest Hits: Huey Lewis And The News","Huey Lewis & The News",2006-01-01,234333,76,false,skatterbrainz,2025-12-09T09:01:01Z,"","Capitol Records",0.768,0.828,5,-5.109,1,0.0313,0.0964,0.0000285,0.097,0.961,118.777,4
